101,Rok,Cislo,Strana
001631774,1947,241,9
001631777,1942,379,7
001631778,1942,342,9
001631779,1942,149,7
001631786,1942,372,7
001631788,1948,109,7
001631789,1948,163,4
001631790,1939,412,7
001631791,1948,314,3
001631792,1939,44,9
001631793,1939,92,9
001631802,1941,1,68
001631805,1942,655,6
001631808,1946,603,7
001631819,1943,291,5
001631820,1943,153,5
001631821,1943,135,9
001631822,1934,650,7
001631823,1949,138,3
001631824,1937,641,9
001631825,1937,486,10
001631826,1937,253,9
001631830,1941,26,7
001631841,1945,250,7
001631842,1945,81,11
001631855,1939,455,9
001631856,1939,451,9
001631857,1939,450,5
001631858,1939,607,5
001631864,1943,571,7
001631865,1943,565,9
001631866,1943,562,7
001631867,1943,560,7
001631868,1935,362,7
001631869,1943,288,7
001631870,1943,290,7
001631871,1943,299,7
001631872,1943,311,12
001631876,1947,18,7
001631878,1945,28,2
001631879,1945,32,11
001631880,1945,68,2
001631881,1945,79,9
001631882,1945,94,3
001631883,1945,180,4
001631884,1945,272,2
001631896,1937,538,1
001631903,1938,586,2
001631905,1938,161,9
001631906,1947,196,7
001631907,1938,168,1
001631908,1938,240,9
001631909,1938,498,3
001631910,1938,637,10
001631911,1938,624,9
001631915,1943,242,7
001631916,1936,527,6
001631923,1941,474,9
001631924,1941,148,4
001631930,1919,159,2
001631931,1919,32,3
001631932,1918,60,1
001631933,1918,171,5
001631935,1909,200,2
001631951,1919,82,3
001631958,1946,493,6
001631962,1936,525,5
001631967,1936,645,12
001631968,1936,612,7
001631969,1936,610,7
001631970,1936,600,1
001631971,1936,574,1
001631973,1947,29,7
001631977,1947,333,7
001632018,1936,133,5
001632041,1936,512,5
001632042,1936,214,7
001632043,1936,230,6
001632044,1936,274,1
001632046,1936,281,11
001632050,1918,190,1
001632074,1919,135,2
001632075,1917,54,2
001632076,1917,316,1
001632077,1917,322,5
001632078,1919,20,3
001632079,1918,62,5
001632080,1918,161,5
001632081,1918,351,3
001632082,1918,288,2
001632083,1909,186,3
001632084,1909,177,4
001632085,1909,162,5
001632086,1909,127,10
001632094,1945,364,5
001632144,1924,226,3
001632145,1924,225,3
001632146,1924,170,4
001632147,1924,169,4
001632148,1924,57,4
001632149,1924,56,4
001632150,1924,28,4
001632152,1941,337,2
001632153,1941,559,7
001632154,1941,152,7
001632155,1941,168,10
001632156,1941,218,1
001632181,1944,93,7
001632182,1944,136,7
001632183,1944,91,7
001632184,1944,56,5
001632185,1944,12,2
001632186,1944,426,9
001632207,1944,413,3
001632208,1944,417,4
001632209,1944,408,9
001632210,1944,602,2
001632211,1944,635,7
001632216,1945,195,2
001632217,1945,312,4
001632218,1945,177,7
001632219,1945,142,3
001632220,1945,141,2
001632221,1945,133,7
001632222,1945,90,9
001632223,1945,89,2
001632224,1945,75,7
001632225,1945,7,9
001632226,1945,73,4
001632227,1945,49,6
001632228,1947,117,5
001632229,1947,39,2
001632230,1902,25,3
001632231,1902,35,2
001632234,1943,185,7
001632235,1943,183,7
001632236,1943,64,7
001632237,1943,38,7
001632239,1929,614,7
001632242,1938,569,7
001632244,1938,512,9
001632245,1938,637,3
001632246,1938,627,1
001632247,1938,625,1
001632283,1938,34,3
001632289,1935,567,1
001632297,1946,13,6
001632302,1935,643,5
001632306,1938,133,5
001632307,1919,289,1
001632390,1943,46,4
001632399,1935,623,1
001632401,1935,246,18
001632402,1909,15,7
001632403,1943,477,6
001632423,1938,597,9
001632428,1938,448,2
001632429,1938,220,3
001632431,1947,262,7
001632439,1943,567,9
001632440,1943,609,3
001632445,1939,616,2
001632465,1901,286,2
001632466,1946,585,6
001632467,1948,201,9
001632468,1939,513,2
001632469,1939,16,9
001632470,1939,368,9
001632471,1939,96,1
001632472,1939,264,1
001632473,1939,277,3
001632506,1935,378,1
001632507,1935,625,1
001632508,1935,606,1
001632509,1935,518,1
001632510,1935,343,1
001632511,1935,646,1
001632523,1945,209,6
001632534,1919,107,3
001632568,1950,198,2
001632569,1947,569,4
001632570,1947,414,5
001632573,1943,35,7
001632574,1945,34,1
001632599,1941,438,2
001632602,1945,171,5
001632603,1945,29,7
001632604,1945,72,2
001632605,1947,37,7
001632606,1902,31,3
001632614,1945,290,7
001632632,1943,284,7
001632633,1944,600,3
001632634,1944,598,5
001632638,1938,226,1
001632639,1938,44,7
001632640,1938,23,9
001632641,1947,294,7
001632642,1947,417,3
001632643,1947,607,3
001632644,1947,582,3
001632645,1947,570,3
001632646,1947,569,3
001632647,1947,558,7
001632648,1947,226,7
001632649,1947,544,4
001632650,1902,241,5
001632651,1947,531,4
001632652,1947,518,3
001632653,1947,438,7
001632657,1941,565,10
001632659,1947,458,5
001632660,1947,462,7
001632661,1947,630,2
001632662,1947,637,3
001632663,1947,620,4
001632664,1947,639,3
001632674,1938,653,7
001632681,1935,550,5
001632682,1939,325,9
001632690,1941,226,4
001632695,1935,519,7
001632696,1909,68,5
001632697,1951,20,4
001632698,1909,28,5
001632699,1909,11,3
001632703,1945,511,5
001632711,1950,177,1
001632760,1921,295,2
001632788,1944,82,9
001632797,1938,64,7
001632802,1944,647,4
001632803,1944,653,9
001632804,1946,135,7
001632805,1946,521,9
001632818,1939,641,7
001632819,1938,94,9
001632827,1919,39,1
001632832,1947,599,1
001632833,1948,457,3
001632834,1948,470,3
001632835,1948,483,3
001632836,1948,496,3
001632837,1948,509,3
001632838,1948,522,4
001632839,1948,535,3
001632840,1948,548,3
001632841,1948,561,3
001632842,1948,600,3
001632843,1948,613,3
001632844,1903,127,3
001632845,1903,33,3
001632846,1942,383,7
001632857,1944,624,1
001632858,1944,649,9
001632859,1946,152,7
001632909,1938,70,13
001632912,1918,249,3
001632913,1944,4,613
001632915,1939,455,7
001632917,1943,31,7
001632935,1947,507,7
001632936,1947,462,7
001632937,1950,68,7
001632940,1944,8,5
001632952,1939,472,9
001632953,1948,246,7
001632954,1943,313,9
001632976,1901,37,2
001632978,1948,437,7
001632979,1939,603,7
001632980,1901,97,2
001632993,1943,177,2
001633019,1901,124,2
001633031,1941,587,9
001633039,1936,626,8
001633045,1948,389,7
001633046,1946,590,5
001633056,1938,500,1
001633057,1938,503,2
001633072,1917,255,1
001633113,1935,497,3
001633114,1946,230,6
001633118,1918,226,5
001633121,1919,351,6
001633127,1941,139,7
001633138,1938,241,2
001633139,1943,157,12
001633142,1945,73,7
001633154,1938,54,2
001633155,1947,414,9
001633183,1938,467,9
001633185,1944,161,2
001633190,1938,92,9
001633191,1938,311,1
001633192,1938,209,7
001633194,1936,606,7
001633195,1936,576,1
001633196,1947,323,5
001633197,1944,126,1
001633212,1909,207,1
001633213,1909,301,1
001633240,1919,46,3
001633241,1928,483,9
001633242,1918,89,5
001633243,1918,137,5
001633244,1918,207,1
001633258,1941,29,9
001633298,1909,69,5
001633299,1909,129,7
001633304,1928,237,9
001633306,1919,130,1
001633310,1948,46,7
001633341,1935,539,7
001633342,1935,497,9
001633343,1935,225,7
001633344,1935,89,10
001633346,1929,396,1
001633349,1947,76,7
001633350,1947,59,7
001633352,1944,270,9
001633405,1946,61,7
001633413,1936,548,67
001633414,1946,87,5
001633426,1948,628,1
001633436,1947,462,7
001633446,1935,144,1
001633473,1919,226,1
001633479,1941,235,9
001633492,1938,57,11
001633493,1947,249,7
001633494,1938,96,7
001633497,1947,456,7
001633499,1947,517,4
001633540,1939,107,7
001633547,1902,285,2
001633548,1947,637,4
001633549,1947,633,3
001633550,1947,337,7
001633551,1947,303,3
001633552,1947,302,9
001633553,1947,368,7
001633554,1947,381,7
001633555,1947,592,7
001633556,1944,590,2
001633557,1944,651,7
001633558,1944,638,4
001633621,1945,118,9
001633629,1938,311,7
001633630,1944,489,9
001633631,1938,155,7
001633632,1935,143,9
001633633,1935,148,7
001633634,1946,277,7
001633635,1901,140,2
001633636,1935,146,13
001633637,1935,146,7
001633638,1935,451,7
001633640,1935,630,7
001633641,1935,559,13
001633642,1935,628,8
001633643,1935,1,9
001633654,1919,324,11
001633694,1918,353,39
001633695,1928,480,9
001633696,1919,1,11
001633702,1938,366,7
001633709,1947,460,7
001633732,1941,202,9
001633775,1936,647,9
001633778,1936,652,7
001633787,1941,154,9
001633789,1952,278,4
001633843,1935,659,4
001633845,1935,646,1
001633866,1936,284,7
001633878,1947,484,7
001633879,1943,179,6
001633880,1938,586,9
001633918,1936,553,7
001633931,1944,237,6
001633935,1949,412,2
001633955,1951,224,5
001633956,1951,179,4
001633977,1936,231,9
001633982,1948,491,7
001633983,1939,617,9
001633991,1935,566,7
001633999,1943,216,5
001634032,1937,153,13
001634037,1942,410,9
001634039,1948,415,7
001634041,1948,145,7
001634042,1929,239,9
001634043,1929,184,9
001634044,1929,502,7
001634128,1949,422,7
001634160,1943,586,9
001634207,1943,600,1
001634208,1943,341,9
001634209,1943,261,9
001634211,1948,182,7
001634212,1948,87,9
001634214,1936,133,7
001634223,1950,600,4
001634227,1945,143,2
001634241,1942,135,3
001634274,1939,412,1
001634329,1950,490,4
001634349,1943,150,5
001634350,1941,126,9
001634371,1948,9,5
001634374,1946,137,7
001634706,1933,45,2
001634707,1928,373,6
001635585,1939,34,9
001635597,1943,554,9
001635603,1919,318,2
001635629,1917,303,1
001635636,1917,343,1
001638824,1948,189,4
001638825,1939,546,9
001638827,1939,465,2
001638845,1935,459,7
001638846,1946,224,7
001638848,1949,157,7
001638849,1901,147,2
001638858,1949,131,7
001638871,1945,170,6
001638872,1945,256,3
001638873,1945,171,6
001638874,1945,170,5
001638875,1945,170,9
001638877,1949,118,7
001638878,1949,331,7
001638884,1943,202,13
001639114,1946,191,7
001639115,1901,110,2
001639122,1951,28,2
001639127,1917,125,4
001639171,1939,559,9
001639176,1943,133,9
001639177,1943,198,9
001639178,1935,523,9
001639179,1935,115,10
001639180,1946,140,2
001639202,1940,263,7
001639208,1948,220,5
001639209,1939,248,1
001639210,1939,194,7
001639211,1939,82,1
001639212,1939,336,9
001639213,1936,273,5
001639214,1936,493,3
001639215,1936,491,6
001639216,1928,6,6
001639217,1928,380,9
001639218,1917,336,1
001639219,1944,84,11
001639227,1947,128,7
001639228,1945,49,5
001639229,1943,617,9
001639230,1943,640,9
001639231,1943,599,9
001639232,1943,593,5
001639233,1949,7,9
001639234,1949,111,10
001639235,1949,213,9
001639236,1949,250,7
001639240,1949,255,4
001639241,1949,255,7
001639242,1943,211,7
001639243,1932,578,7
001639244,1949,521,10
001639245,1943,133,9
001639246,1934,270,9
001639247,1949,12,7
001639248,1934,94,9
001639249,1943,46,4
001639250,1948,543,5
001639251,1901,144,2
001639252,1901,265,2
001639253,1946,645,7
001639254,1901,295,2
001639255,1948,38,7
001639256,1948,40,5
001639257,1948,44,7
001639258,1948,70,7
001639259,1948,66,7
001639260,1948,79,4
001639261,1948,120,7
001639262,1946,410,7
001639263,1946,541,5
001639264,1946,118,3
001639265,1948,290,7
001639266,1948,235,7
001639267,1948,294,7
001639275,1944,597,9
001639302,1945,171,6
001639303,1945,282,6
001639304,1945,134,6
001639345,1938,25,7
001639368,1935,189,7
001639369,1946,220,5
001639373,1919,345,11
001639382,1938,288,7
001639416,1935,648,4
001639417,1935,658,10
001639422,1947,632,10
001640151,1918,242,1
001640157,1935,124,7
001640164,1943,100,1
001640189,1949,253,7
001640190,1948,20,7
001640213,1902,164,3
001640214,1935,485,9
001640215,1935,654,7
001640229,1935,168,1
001640366,1938,161,7
001640367,1938,85,9
001640375,1938,124,9
001640580,1943,213,7
001640636,1944,352,7
001640642,1944,430,7
001640643,1944,19,9
001640644,1944,91,9
001640645,1944,93,9
001641296,1946,632,7
001641375,1946,237,4
001641376,1946,222,7
001641377,1946,226,7
001641378,1946,583,7
001641381,1945,577,4
001641424,1935,603,7
001641504,1935,53,2
001641509,1938,257,7
001641510,1938,159,7
001641511,1938,51,7
001641566,1938,306,7
001641576,1950,510,1
001641577,1950,482,4
001641580,1941,602,9
001641581,1941,128,10
001641582,1941,264,9
001641583,1941,271,9
001641685,1941,113,9
001641687,1941,195,9
001641834,1935,31,5
001641847,1936,556,77
001641852,1939,96,10
001641903,1939,551,7
001641904,1938,525,7
001641912,1919,199,1
001642035,1919,335,1
001642036,1933,133,7
001642038,1939,518,7
001642042,1933,346,7
001642047,1941,23,2
001642061,1936,467,7
001642113,1930,4,7
001642157,1930,24,7
001642158,1930,33,7
001642159,1930,44,7
001642160,1930,55,7
001642161,1930,75,7
001642162,1930,75,7
001642163,1930,99,7
001642164,1930,82,7
001642165,1930,114,7
001642166,1930,114,7
001642167,1930,121,7
001642168,1930,127,7
001642169,1930,136,7
001642170,1930,142,7
001642171,1930,160,7
001642172,1930,162,7
001642173,1930,20,7
001642203,1930,166,7
001642204,1930,171,7
001642205,1930,184,7
001642206,1930,197,7
001642207,1930,201,7
001642208,1930,212,7
001642209,1930,225,7
001642210,1930,245,7
001642211,1930,263,7
001642212,1930,265,7
001642213,1930,265,7
001642214,1930,270,7
001642215,1930,274,7
001642216,1930,292,7
001642217,1930,304,7
001642218,1930,310,7
001642219,1930,326,7
001642220,1930,332,7
001642221,1930,343,7
001642222,1930,382,7
001642223,1930,390,7
001642224,1930,411,7
001642225,1930,413,7
001642226,1930,415,7
001642227,1930,471,7
001642228,1930,475,7
001642229,1930,486,7
001642230,1930,499,5
001642231,1930,512,7
001642232,1930,542,7
001642354,1930,428,7
001642355,1930,422,7
001642361,1930,101,7
001642362,1930,631,7
001642363,1930,618,9
001642364,1930,611,11
001642365,1930,602,7
001642366,1930,591,7
001642367,1930,585,7
001642368,1930,585,7
001642369,1930,554,7
001642370,1930,557,7
001642371,1930,542,7
001642372,1930,503,7
001642721,1930,510,7
001642819,1946,309,7
001642820,1946,634,5
001643039,1936,544,1
001643265,1901,157,2
001643266,1946,306,9
001643267,1946,156,9
001643268,1944,126,9
001643269,1944,354,2
001643270,1946,322,2
001643273,1941,273,9
001643274,1941,264,7
001643275,1941,268,3
001643276,1941,288,1
001643277,1941,206,9
001643383,1941,76,9
001643384,1941,334,7
001643385,1938,14,7
001643386,1938,333,7
001643392,1939,209,7
001643393,1939,370,6
001643394,1939,368,9
001643395,1946,354,5
001643396,1901,247,2
001643397,1946,286,5
001643404,1943,40,7
001643405,1937,346,1
001643406,1947,118,3
001643412,1941,295,1
001643537,1947,174,7
001643538,1947,14,5
001643539,1947,22,5
001643540,1947,29,5
001643541,1945,3,8
001643542,1945,38,12
001643543,1945,46,2
001643544,1945,54,8
001643545,1945,80,6
001643546,1945,119,6
001643547,1945,64,14
001643548,1945,65,2
001643549,1945,68,11
001643550,1945,128,2
001643551,1945,169,6
001643552,1945,155,12
001643656,1945,67,6
001643657,1945,178,2
001643658,1945,220,7
001643659,1945,241,5
001643660,1945,245,7
001643661,1945,252,4
001643662,1945,252,5
001643663,1945,255,2
001643664,1945,255,6
001643665,1945,267,6
001643670,1937,288,7
001643673,1945,280,6
001643674,1945,278,2
001643675,1945,277,11
001643676,1945,272,2
001643783,1945,293,7
001643784,1945,300,3
001643785,1945,326,5
001643786,1945,331,2
001643787,1945,331,6
001643788,1945,340,5
001643789,1951,29,4
001643801,1901,86,6
001643802,1901,80,6
001643803,1901,80,6
001643804,1946,143,6
001643805,1901,74,6
001643806,1901,74,6
001643807,1901,68,6
001643808,1946,241,4
001643815,1946,389,10
001643816,1946,350,4
001643817,1901,192,6
001643818,1946,402,5
001643819,1901,198,6
001643820,1901,202,2
001643821,1946,444,6
001643822,1901,215,6
001643883,1903,69,6
001643884,1901,443,6
001643885,1946,477,5
001643886,1901,44,6
001643887,1901,323,3
001643888,1903,137,6
001643889,1901,323,3
001643890,1901,244,6
001643891,1946,117,6
001643892,1901,50,6
001643893,1901,46,2
001643894,1946,32,6
001643895,1901,27,2
001643896,1939,557,7
001643897,1903,179,6
001643898,1903,176,2
001643899,1903,212,5
001643900,1903,209,6
001643901,1948,292,5
001643902,1903,173,6
001643973,1948,378,4
001643974,1946,265,4
001643975,1903,293,5
001643976,1903,275,6
001643977,1948,610,5
001643978,1903,299,8
001643979,1903,299,8
001643980,1948,141,5
001643981,1901,129,6
001643982,1946,302,10
001643983,1901,143,6
001643984,1946,564,8
001643985,1948,7,7
001643986,1948,14,5
001643987,1903,10,6
001643988,1948,272,5
001643989,1903,111,2
001643990,1901,302,6
001643991,1948,29,5
001643992,1903,24,2
001644083,1948,70,5
001644084,1903,26,2
001644085,1939,481,6
001644086,1939,455,9
001644087,1948,124,5
001644088,1948,113,7
001644089,1903,46,7
001644090,1903,42,2
001644091,1903,16,6
001644092,1903,40,6
001644093,1948,85,5
001644094,1939,468,12
001644095,1901,153,6
001644099,1939,518,12
001644100,1939,499,5
001644101,1939,505,12
001644102,1939,607,9
001644133,1939,643,14
001644134,1945,523,7
001644135,1945,523,7
001644136,1945,559,6
001644137,1945,557,5
001644138,1945,390,10
001644139,1945,509,6
001644140,1945,507,2
001644141,1945,485,7
001644142,1945,483,6
001644143,1945,481,12
001644144,1945,367,6
001644145,1945,354,6
001644146,1945,594,11
001644148,1945,571,6
001644394,1952,83,5
001644395,1951,135,5
001644396,1951,203,4
001644397,1951,248,6
001644398,1951,248,6
001644402,1951,160,4
001644404,1951,200,5
001644410,1950,108,6
001644411,1950,450,4
001644412,1950,349,6
001644413,1950,364,5
001644414,1950,472,3
001644415,1950,47,6
001644416,1950,450,8
001644417,1950,138,5
001644483,1951,164,6
001644507,1936,339,15
001644616,1936,457,3
001644617,1936,535,5
001644618,1936,330,6
001644620,1936,390,6
001644629,1945,622,6
001644630,1945,645,11
001644631,1945,642,1
001644632,1945,547,6
001644633,1945,643,5
001644634,1945,597,6
001644635,1945,607,11
001644796,1945,619,11
001644797,1945,610,6
001644799,1945,632,5
001644800,1945,433,6
001644802,1945,608,2
001644818,1941,440,5
001644819,1941,430,4
001644992,1941,242,12
001644993,1941,215,14
001644994,1941,206,9
001644995,1941,158,4
001644996,1941,90,10
001644997,1941,504,8
001644998,1941,491,8
001644999,1941,51,10
001645000,1941,463,12
001645003,1945,564,1
001645004,1945,212,5
001645169,1943,485,6
001645170,1943,535,12
001645171,1943,558,14
001645172,1943,542,7
001645173,1938,560,13
001645174,1938,648,8
001645175,1943,613,8
001645176,1938,602,4
001645177,1943,561,8
001645348,1936,569,11
001645351,1938,168,5
001645352,1938,236,4
001645353,1938,261,7
001645354,1938,79,7
001645355,1938,78,3
001645357,1936,621,13
001645358,1936,621,14
001645359,1936,544,11
001645360,1936,544,12
001645363,1947,427,5
001645364,1947,346,5
001645365,1902,146,6
001645366,1902,146,2
001645367,1947,323,5
001645368,1947,320,3
001645369,1947,302,4
001645370,1947,363,1
001645371,1902,174,6
001645433,1902,135,6
001645434,1947,389,4
001645435,1947,400,4
001645436,1947,209,5
001645437,1947,412,7
001645438,1902,185,6
001645439,1902,267,6
001645440,1947,388,6
001645441,1947,355,5
001645442,1947,607,2
001645443,1902,273,6
001645444,1947,605,5
001645445,1947,267,6
001645446,1947,579,5
001645447,1947,577,5
001645448,1947,577,5
001645449,1947,577,5
001645450,1947,570,5
001645451,1947,569,3
001645452,1947,568,1
001645453,1902,102,2
001645454,1902,249,6
001645455,1947,237,5
001645456,1947,541,5
001645457,1947,239,5
001645458,1902,110,2
001645459,1902,119,2
001645460,1902,119,6
001645461,1947,284,7
001645462,1947,550,2
001645463,1947,289,5
001645464,1947,549,5
001645465,1902,238,6
001645466,1947,517,7
001645467,1947,294,5
001645468,1947,530,7
001645469,1947,530,8
001645470,1947,511,4
001645471,1947,417,5
001645472,1947,417,7
001645593,1947,511,5
001645594,1947,511,5
001645595,1947,507,5
001645596,1902,220,6
001645597,1902,197,6
001645598,1947,486,9
001645599,1902,203,6
001645600,1947,494,5
001645601,1947,535,5
001645602,1902,197,6
001645603,1902,203,6
001645604,1902,209,6
001645605,1947,453,7
001645606,1947,460,1
001645607,1947,466,5
001645608,1947,469,7
001645609,1947,477,5
001645610,1902,215,6
001645611,1947,486,7
001645612,1947,473,5
001645613,1947,641,9
001645614,1904,69,2
001645615,1904,69,6
001645616,1949,122,4
001645617,1949,7,7
001645618,1902,282,2
001645621,1904,92,5
001645622,1937,187,11
001645660,1943,68,7
001645661,1904,109,4
001645665,1943,333,14
001645666,1943,276,8
001645667,1943,189,7
001645668,1943,183,7
001645669,1943,203,8
001645670,1943,220,7
001645671,1943,133,7
001645672,1943,55,7
001645673,1904,103,6
001645674,1943,51,5
001645675,1904,144,3
001645676,1949,316,5
001645677,1949,231,1
001645679,1947,482,5
001645680,1943,350,5
001645681,1902,289,2
001645682,1949,222,4
001645684,1936,113,12
001645689,1932,426,3
001645724,1943,214,8
001645799,1943,569,7
001645800,1904,21,6
001645817,1901,103,6
001645818,1901,98,6
001645819,1901,92,8
001645820,1946,270,7
001645830,1938,120,15
001645832,1944,3,9
001645836,1945,603,5
001645837,1948,238,3
001645962,1941,206,9
001645963,1941,174,9
001645964,1941,18,9
001645965,1941,487,9
001646183,1941,163,9
001646184,1941,78,10
001646185,1941,78,9
001646186,1941,636,10
001646187,1941,487,9
001646197,1924,299,NaN
001646268,1924,246,1
001646299,1901,139,2
001646300,1901,141,2
001646301,1935,348,1
001646500,1935,437,1
001646501,1935,469,1
001646510,1945,524,5
001646511,1950,155,3
001646513,1943,136,2
001646514,1943,3,9
001646623,1944,504,9
001646624,1944,369,9
001646637,1942,566,7
001646638,1942,502,9
001646640,1942,307,2
001646651,1938,342,5
001646698,1946,202,7
001646712,1936,214,7
001646719,1939,451,1
001646720,1939,583,1
001646722,1901,141,2
001646826,1901,111,2
001646828,1901,217,2
001646829,1901,181,2
001646830,1946,367,9
001646831,1901,173,2
001646832,1946,341,9
001646833,1946,475,7
001646834,1940,194,9
001646847,1950,307,4
001646849,1943,237,9
001646850,1941,292,9
001646985,1943,533,9
001646986,1946,332,5
001646987,1901,131,2
001646991,1949,651,6
001646992,1949,21,3
001646993,1948,628,7
001646994,1901,157,2
001646995,1946,319,9
001646996,1946,324,7
001646997,1946,331,1
001646998,1943,621,9
001646999,1944,182,9
001647000,1943,575,5
001647001,1943,431,9
001647002,1947,118,3
001647082,1946,592,7
001647085,1919,30,3
001647087,1936,218,7
001647088,1936,531,7
001647099,1909,193,6
001647100,1936,454,7
001647101,1936,452,7
001647102,1936,405,7
001647276,1936,422,7
001647277,1936,417,7
001647278,1936,505,7
001647279,1928,540,7
001647280,1936,284,7
001647281,1936,394,7
001647440,1951,235,4
001647538,1941,150,9
001647539,1941,146,9
001647540,1941,139,9
001647541,1941,495,9
001647542,1949,127,5
001647666,1941,512,9
001647667,1941,574,9
001647674,1943,522,7
001647675,1943,515,3
001647676,1943,588,9
001647677,1943,584,7
001647678,1943,565,7
001647679,1938,499,9
001647680,1944,508,7
001647685,1947,311,7
001647686,1947,370,5
001647689,1902,218,2
001647690,1947,562,5
001647691,1947,224,7
001647692,1902,104,2
001647804,1941,576,9
001647805,1938,460,9
001647809,1947,237,4
001647810,1947,280,7
001647811,1947,502,7
001647812,1947,428,3
001647822,1939,609,9
001647823,1939,529,7
001647824,1948,645,7
001647825,1946,557,7
001647828,1947,185,7
001647829,1945,140,7
001647830,1945,144,13
001647831,1948,378,9
001647832,1945,202,3
001647885,1948,217,5
001647886,1943,64,9
001647888,1945,114,9
001647889,1945,92,9
001647890,1948,621,7
001647895,1945,279,9
001647896,1945,294,10
001647897,1938,83,9
001647898,1938,20,9
001647899,1938,377,7
001647900,1938,374,7
001647901,1938,342,7
001647902,1938,211,9
001647903,1938,150,9
001647904,1938,159,7
001647905,1936,582,7
001647906,1936,652,8
001647907,1936,652,8
001648028,1936,656,7
001648030,1936,641,9
001648037,1936,649,3
001648045,1936,165,7
001648046,1936,109,7
001648047,1936,111,1
001648048,1936,115,9
001648049,1936,115,10
001648052,1936,137,7
001648641,1936,450,7
001648771,1938,425,9
001649182,1928,401,5
001649183,1917,148,1
001649191,1948,64,7
001649312,1943,487,10
001649417,1943,652,5
001649418,1902,268,3
001649436,1936,50,8
001649437,1936,13,7
001649699,1921,185,3
001649703,1904,73,2
001649709,1946,319,5
001649781,1935,630,3
001650189,1908,2,6
001650190,1908,3,1
001650191,1908,4,2
001650192,1908,4,2
001650193,1908,10,3
001650194,1908,10,3
001650195,1908,10,3
001650196,1908,11,5
001650197,1908,11,6
001650992,1908,12,1
001650993,1908,14,1
001650994,1908,16,3
001650995,1908,17,4
001650996,1908,17,5
001650997,1908,17,5
001650998,1908,19,3
001650999,1908,19,6
001651000,1908,28,1
001651001,1908,33,3
001651002,1908,34,1
001651003,1908,37,4
001651004,1908,41,1
001651005,1908,46,5
001651006,1908,52,5
001651007,1908,65,4
001652749,1952,307,NaN
001652939,1945,159,10
001652941,1945,599,5
001653443,1949,613,3
001653444,1949,660,5
001654675,1941,427,9
001655793,1908,75,9
001655794,1908,76,3
001655795,1908,77,2
001655796,1908,78,1
001655797,1908,79,1
001655798,1908,79,3
001655799,1908,79,3
001655800,1908,79,3
001655801,1908,102,3
001655802,1908,105,1
001655803,1908,106,4
001655804,1908,107,4
001655805,1908,111,1
001655806,1908,111,3
001655807,1908,123,3
001655808,1908,124,3
001655809,1908,126,2
001655810,1908,129,1
001655811,1908,130,6
001655812,1908,134,3
001655813,1908,134,4
001655814,1908,144,1
001655956,1908,148,1
001655957,1908,148,7
001655958,1908,154,8
001655959,1908,158,1
001655960,1908,160,6
001655961,1908,163,2
001655962,1908,163,5
001655963,1908,167,1
001655964,1908,168,1
001655965,1908,168,5
001655966,1908,170,4
001655967,1908,171,1
001655968,1908,172,6
001655969,1908,178,3
001655970,1908,178,6
001655971,1908,180,3
001655972,1908,185,3
001655973,1908,185,3
001655974,1908,186,5
001655975,1908,186,7
001655976,1908,188,1
001655977,1908,195,7
001655978,1908,199,1
001655979,1908,199,5
001655980,1908,201,6
001655981,1908,205,1
001655982,1908,207,6
001655983,1908,211,1
001655984,1908,211,13
001655985,1908,212,3
001655986,1908,217,1
001655987,1908,217,13
001655988,1908,218,5
001655989,1908,221,6
001656193,1908,226,5
001656194,1908,227,1
001656195,1908,227,4
001656196,1908,228,5
001656197,1908,231,6
001656198,1908,236,1
001656199,1908,236,6
001656200,1908,238,1
001656201,1908,252,9
001656202,1908,255,12
001656203,1908,260,3
001656204,1908,260,4
001656205,1908,266,6
001656206,1908,268,1
001656207,1908,271,6
001656208,1908,277,6
001656209,1908,278,3
001656210,1908,279,5
001656211,1908,287,9
001656212,1908,287,10
001656213,1908,291,1
001657306,1907,2,2
001657307,1907,2,3
001657308,1907,6,1
001657309,1907,11,2
001657310,1907,12,3
001657311,1907,14,3
001657312,1907,17,1
001657313,1907,21,2
001657314,1907,22,2
001657315,1907,32,2
001657316,1907,34,3
001657317,1907,37,3
001657343,1907,41,4
001657344,1907,54,1
001657345,1907,56,2
001657346,1907,59,3
001657347,1907,64,3
001657348,1907,70,2
001657349,1907,71,3
001657350,1907,87,2
001657351,1907,102,1
001657352,1907,120,9
001657358,1907,125,3
001657359,1907,127,3
001657360,1907,128,3
001657361,1907,143,3
001657362,1907,152,3
001657393,1907,154,3
001657394,1907,158,2
001657395,1907,183,4
001657396,1907,188,9
001657397,1907,193,1
001657398,1907,194,1
001657399,1907,195,1
001657400,1907,199,3
001657401,1907,204,3
001657402,1907,204,4
001657403,1907,206,3
001657404,1907,207,2
001657405,1907,211,3
001657406,1907,217,1
001657407,1907,217,2
001657408,1907,217,3
001657409,1907,217,3
001657410,1907,218,1
001657411,1907,231,3
001657412,1907,222,2
001657413,1907,237,3
001657414,1907,248,3
001657415,1907,252,1
001657416,1899,252,3
001657417,1907,258,3
001657418,1907,258,10
001657419,1907,264,3
001657420,1907,267,4
001657421,1907,271,3
001657422,1907,276,1
001657423,1907,282,1
001657424,1907,282,1
001657425,1907,282,2
001657426,1907,284,3
001657427,1907,287,1
001657428,1907,289,3
001657429,1907,297,1
001658418,1903,3,3
